Schuljahr,Schulform,Amtlicher Gemeindeschlüssel,Verwaltungsbezirk,Schulnummer,Amtliche Bezeichnung 1,Amtliche Bezeichnung 2,Amtliche Bezeichnung 3,Straße und Hausnummer,Postleitzahl,Ort,Rechtsstatus,"Telefon-
nummer
Vorwahl","Telefon-
nummer
Durchwahl","Faxnummer
Vorwahl","Faxnummer
Durchwahl","Offizielle
E-Mail-Adresse2)",Anzahl,Sozialindex,latitude,longitude,found_address
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111466,Städt. Kath. Grundschule,Erlenweg,,Erlenweg 16,50827,Köln,Öffentlich,221.0,22252770.0,221.0,222527719.0,111466@schule.nrw.de,310,5,50.9648693,6.8941284,"16, Erlenweg, Westend, Bickendorf, Ehrenfeld, Köln, Nordrhein-Westfalen, 50827, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111478,Städt. Kath. Grundschule,Everhardstr.,,Everhardstr. 60,50823,Köln,Öffentlich,221.0,95297711.0,221.0,95297719.0,111478@schule.nrw.de,195,3,50.9493851,6.9288719,"Everhardstraße (KGS), 60, Everhardstraße, Ehrenfeld, Köln, Nordrhein-Westfalen, 50823, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111480,Hans-Christian-Andersen-Schule,Kath. Grundschule,- Primarstufe -,Freiligrathstr. 60,50935,Köln,Öffentlich,221.0,33730880.0,221.0,337308810.0,111480@schule.nrw.de,180,2,50.92254,6.9024927,"60, Freiligrathstraße, Deckstein, Lindenthal, Köln, Nordrhein-Westfalen, 50935, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111491,Städt. Kath. Grundschule,Friedlandstr.,,Friedlandstr. 5,51067,Köln,Öffentlich,221.0,93889980.0,221.0,938899821.0,111491@schule.nrw.de,195,5,50.9698738,7.0407783,"5, Friedlandstraße, Holweide, Mülheim, Köln, Nordrhein-Westfalen, 51067, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111510,Städt. Kath. Grundschule,Fußfallstr.,,Fußfallstr. 55,51109,Köln,Öffentlich,221.0,99211090.0,221.0,992110925.0,111510@schule.nrw.de,485,5,50.9495541,7.045215,"Rettungswache Fußfallstr., 55, Fußfallstraße, Merheim, Kalk, Köln, Nordrhein-Westfalen, 51109, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111521,Otfried-Preußler-Schule,Städt. Kath. Grundschule,- Primarstufe -,Garthestr. 20-24,50735,Köln,Öffentlich,221.0,9765360.0,221.0,97653629.0,111521@schule.nrw.de,185,4,50.9656175,6.9762611,"Schule Gathestraße / DJK Löwe Köln e.V., 20-24, Garthestraße, Riehl, Nippes, Köln, Nordrhein-Westfalen, 50735, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111545,Städt. Kath. Grundschule,Gotenring,,Gotenring 5,50679,Köln,Öffentlich,221.0,33750030.0,221.0,337500319.0,111545@schule.nrw.de,185,5,50.9358396,6.9789061,"Städt. Kath. Grundschule Gotenring, 5, Gotenring, Deutz, Innenstadt, Köln, Nordrhein-Westfalen, 50679, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111557,Städt. Kath. Grundschule,Lebensbaumweg,,Lebensbaumweg 51,50767,Köln,Öffentlich,221.0,97942410.0,221.0,97942417.0,111557@schule.nrw.de,400,3,51.009438,6.90243,"Kath. Grundschule Lebensbaumweg, 51, Lebensbaumweg, Heimersdorf, Chorweiler, Köln, Nordrhein-Westfalen, 50767, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111569,Städt. Kath. Grundschule,Heßhofstr.,,Heßhofstr. 45,51107,Köln,Öffentlich,221.0,35666330.0,221.0,356663317.0,111569@schule.nrw.de,270,7,50.9308569,7.0239721,"45, Heßhofstraße, Vingst, Kalk, Köln, Nordrhein-Westfalen, 51107, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111570,Städt. Kath. Grundschule,Horststr.,,Horststr. 1,51063,Köln,Öffentlich,221.0,22130030.0,221.0,22130037.0,111570@schule.nrw.de,395,7,50.9576707,6.9983747,"1, Horststraße, Mülheim, Köln, Nordrhein-Westfalen, 51063, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111594,Städt. Kath. Grundschule,Vietorstr.,,Vietorstr. 89,51103,Köln,Öffentlich,221.0,99222010.0,221.0,992220111.0,111594@schule.nrw.de,270,7,50.9422699,6.99895,"Katholische Grundschule Vietorstraße, 89, Vietorstraße, Kalk, Köln, Nordrhein-Westfalen, 51103, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111624,Vincenz-Statz-Schule,Städt. Kath. Grundschule,- Primarstufe -,Lindenbornstr. 15-19,50823,Köln,Öffentlich,221.0,22138070.0,221.0,22138072.0,111624@schule.nrw.de,190,6,50.9457123,6.9145095,"Lindenborn Schule, 15-19, Lindenbornstraße, Ehrenfeld, Köln, Nordrhein-Westfalen, 50823, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111636,Städt. Kath. Grundschule,Lindenburger Allee,,Lindenburger Allee 38,50931,Köln,Öffentlich,221.0,355899711.0,221.0,355899717.0,111636@schule.nrw.de,145,2,50.9272053,6.9159639,"Johann-Christoph-Winters-Schule (Schule für Kranke), 38, Lindenburger Allee, Lindenthal, Köln, Nordrhein-Westfalen, 50931, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111648,Stephan-Lochner-Schule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,Lochnerstr. 13-15,50674,Köln,Öffentlich,221.0,35533680.0,221.0,355336812.0,111648@schule.nrw.de,185,3,50.930003,6.9355173,"Stephan-Lochner-Schule, 13-15, Lochnerstraße, Komponistenviertel, Rathenauviertel, Neustadt/Süd, Innenstadt, Köln, Nordrhein-Westfalen, 50674, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111650,Marienschule,Städt. Kath. Grundschule,- Primarstufe -,Altonaer Str. 32,50737,Köln,Öffentlich,221.0,9659770.0,221.0,96597717.0,111650@schule.nrw.de,210,2,50.9958035,6.9249632,"Katholische Marienschule, 32, Altonaer Straße, Gartenstadt-Nord, Longerich, Nippes, Köln, Nordrhein-Westfalen, 50737, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111661,Städt. Kath. Grundschule,Lohrbergstr.,,Lohrbergstr. 46,50939,Köln,Öffentlich,221.0,35588910.0,221.0,355889120.0,111661@schule.nrw.de,195,1,50.910147,6.9235301,"46, Lohrbergstraße, Klettenberg, Lindenthal, Köln, Nordrhein-Westfalen, 50939, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111673,Stadt Köln,Sternsingerschule,Katholische Grundschule,Longericher Hauptstr. 83-85,50739,Köln,Öffentlich,221.0,99100200.0,221.0,991002022.0,111673@schule.nrw.de,195,5,50.9962206,6.9049184,"KGS Longericher Hauptstraße ""Sternsingerschule"", 83-85, Longericher Hauptstraße, Alt-Longerich, Longerich, Nippes, Köln, Nordrhein-Westfalen, 50739, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111697,Städt. Kath. Grundschule,Mainzer Str.,,Mainzer Str. 30-34,50678,Köln,Öffentlich,221.0,35666360.0,221.0,356663637.0,111697@schule.nrw.de,335,2,50.9197212,6.9636568,"Kath. Grundschule Mainzerstraße, 30-34, Mainzer Straße, Südstadt, Neustadt/Süd, Innenstadt, Köln, Nordrhein-Westfalen, 50678, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111703,Städt. Kath. Grundschule,Mengenicher Str.,,Mengenicher Str. 28,50829,Köln,Öffentlich,221.0,22139341.0,221.0,22139344.0,111703@schule.nrw.de,235,6,50.9759327,6.863023,"Kath. Grundschule Mengenicher Straße, 28, Mengenicher Straße, Bocklemünd, Bocklemünd/Mengenich, Ehrenfeld, Köln, Nordrhein-Westfalen, 50829, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111715,Städt. Gem. Grundschule,Nesselrodestr.,,Nesselrodestr. 15,50735,Köln,Öffentlich,221.0,22252230.0,221.0,222522330.0,111715@schule.nrw.de,285,6,50.977666,6.9642222,"Gemeinschaftsgrundschule Nesselrodestraße, 15, Nesselrodestraße, Niehl, Nippes, Köln, Nordrhein-Westfalen, 50735, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111727,Städt. Kath. Grundschule,Neufelder Str.,,Neufelder Str. 2-4,51067,Köln,Öffentlich,221.0,96500100.0,221.0,965001013.0,111727@schule.nrw.de,385,5,50.9688249,7.0564981,"Neufelder Straße, Holweide, Mülheim, Köln, Nordrhein-Westfalen, 51067, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111739,Städt. Kath. Grundschule,Olpener Str.,,Olpener Str. 930,51109,Köln,Öffentlich,221.0,33773790.0,221.0,337737919.0,111739@schule.nrw.de,210,3,50.9448208,7.0783809,"Kath. Grundschule Olpener Straße, 930, Olpener Straße, Brück, Kalk, Köln, Nordrhein-Westfalen, 51109, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111740,Städt. Kath. Grundschule,Osterather Str.,,Osterather Str. 13,50739,Köln,Öffentlich,221.0,172900.0,221.0,1701665.0,111740@schule.nrw.de,185,5,50.9585439,6.9375731,"Städtische Katholische Grundschule Osterather Straße, 13, Osterather Straße, Bilderstöckchen, Nippes, Köln, Nordrhein-Westfalen, 50739, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111752,Stadt Köln,Paul-Klee-Schule,Gemeinschaftsgrundschule,Ottostr. 76,50823,Köln,Öffentlich,221.0,22131062.0,221.0,22131066.0,111752@schule.nrw.de,210,3,50.9567888,6.928395,"Paul-Klee-Schule, 76, Ottostraße, Neuehrenfeld, Ehrenfeld, Köln, Nordrhein-Westfalen, 50823, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111776,Städt. Kath. Grundschule,Zehnthofstr.,,Zehnthofstr. 22-24,51107,Köln,Öffentlich,221.0,35589710.0,221.0,355897124.0,111776@schule.nrw.de,265,6,50.9304317,7.0426226,"Katholische Grundschule - Zehnthofstraße, 22-24, Zehnthofstraße, Ostheim, Kalk, Köln, Nordrhein-Westfalen, 51107, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111788,Katholische Grundschule Dellbrück,der Stadt Köln,- Primarstufe -,Thurner Str. 23,51069,Köln,Öffentlich,221.0,9659611.0,221.0,9659620.0,111788@schule.nrw.de,400,3,50.9754315,7.0771556,"23, Thurner Straße, Thurn, Dellbrück, Mülheim, Köln, Nordrhein-Westfalen, 51069, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111790,Städt. Gem. Grundschule,Langemaß,,Langemaß 21,51063,Köln,Öffentlich,221.0,3377530.0,221.0,623734.0,111790@schule.nrw.de,300,9,50.9692766,7.0087332,"Gemeinschaftsgrundschule Langemaß, 21, Langemaß, Mülheim, Köln, Nordrhein-Westfalen, 51063, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111806,Städt. Kath. Grundschule,Trierer Str.,,Trierer Str. 8,50676,Köln,Öffentlich,221.0,35580170.0,221.0,355801727.0,111806@schule.nrw.de,185,8,50.9278647,6.9466888,"Katholische Grundschule Trierer Straße, 8, Trierer Straße, Pantaleonsviertel, Altstadt-Süd, Innenstadt, Köln, Nordrhein-Westfalen, 50676, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111820,Kardinal-Frings-Schule,Städt. Kath. Grundschule,,Vogelsanger Str. 453,50829,Köln,Öffentlich,221.0,355012610.0,221.0,355012615.0,111820@schule.nrw.de,300,1,50.9556746,6.8796665,"Kardinal-Frings-Schule, Vogelsanger Straße, Alt-Vogelsang, Vogelsang, Ehrenfeld, Köln, Nordrhein-Westfalen, 50829, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111831,Städt. Gemeinschaftsgrundschule,- Primarstufe -,,Volberger Weg 17,51107,Köln,Öffentlich,221.0,356506233.0,221.0,356506255.0,111831@schule.nrw.de,310,3,50.9255906,7.0902721,"Gemeinschafts-Grundschule Volberger Weg, 17, Volberger Weg, Rath, Rath/Heumar, Kalk, Köln, Nordrhein-Westfalen, 51107, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111879,Peter-Lustig-Schule,Städt. Gem. Grundschule,,Wilhelm-Schreiber-Str. 56,50827,Köln,Öffentlich,221.0,22252550.0,221.0,222525521.0,111879@schule.nrw.de,305,4,50.9712287,6.901051,"Peter-Lustig-Schule, 56, Wilhelm-Schreiber-Straße, Ossendorf, Ehrenfeld, Köln, Nordrhein-Westfalen, 50827, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111880,Städt. Kath. Grundschule,Zugweg,,Zugweg 42-44,50677,Köln,Öffentlich,221.0,35501340.0,221.0,355013430.0,111880@schule.nrw.de,175,8,50.9181198,6.9569194,"Kath. Grundschule Zugweg, 42-44, Zugweg, Südstadt, Neustadt/Süd, Innenstadt, Köln, Nordrhein-Westfalen, 50677, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111909,Städt. Gem. Grundschule,Balthasarstr.,,Balthasarstr. 87,50670,Köln,Öffentlich,221.0,35589740.0,221.0,355897418.0,111909@schule.nrw.de,260,1,50.9533275,6.9602047,"Gemeinschaftsgrundschule Balthasarstraße, 87, Balthasarstraße, Agnesviertel, Neustadt/Nord, Innenstadt, Köln, Nordrhein-Westfalen, 50670, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111910,Städt. Gem. Grundschule,Ernstbergstr.,,Ernstbergstr. 2,50765,Köln,Öffentlich,221.0,2228800.0,221.0,22288024.0,111910@schule.nrw.de,280,7,51.0396286,6.8827103,"Gemeinschaftsgrundschule Ernstbergstraße, 2, Ernstbergstraße, Blumenberg, Chorweiler, Köln, Nordrhein-Westfalen, 50765, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111922,Städt. Gem. Grundschule,Bachemer Str.,,Bachemer Str. 69,50931,Köln,Öffentlich,221.0,22251910.0,221.0,222519191.0,111922@schule.nrw.de,220,2,50.9292301,6.9187487,"Städtische Grundschule Bachemer Straße, 69, Bachemer Straße, Lindenthal, Köln, Nordrhein-Westfalen, 50931, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111934,Städt. Kath. Grundschule,Berrenrather Str.,,Berrenrather Str. 179,50937,Köln,Öffentlich,221.0,99225940.0,221.0,992259420.0,111934@schule.nrw.de,190,2,50.9197705,6.9277705,"Kath. Grundschule Berrenrather Straße, Berrenrather Straße, Sülz, Lindenthal, Köln, Nordrhein-Westfalen, 50937, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111946,Sankt-Nikolaus-Schule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,Bernkasteler Str. 9,50969,Köln,Öffentlich,221.0,35501560.0,221.0,355015610.0,111946@schule.nrw.de,385,5,50.9079306,6.938877,"9, Bernkasteler Straße, Indianersiedlung Zollstock, Zollstock, Rodenkirchen, Köln, Nordrhein-Westfalen, 50969, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111958,Nikolaus-Groß-Schule,Kath. Grundschule,- Primarstufe -,Bernhard-Letterhaus-Str. 17,50670,Köln,Öffentlich,221.0,35589750.0,221.0,355897528.0,111958@schule.nrw.de,175,4,50.9554218,6.9518186,"Freie Schule Köln und Nikolaus-Groß-Schule (katholische Grundschule), 17, Bernhard-Letterhaus-Straße, Agnesviertel, Neustadt/Nord, Innenstadt, Köln, Nordrhein-Westfalen, 50670, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111971,St. Martin-Schule,Städt. Kath. Grundschule,- Primarstufe -,Balsaminenweg 52,50769,Köln,Öffentlich,221.0,71663410.0,221.0,716634122.0,111971@schule.nrw.de,295,6,51.0175811,6.9145909,"52, Balsaminenweg, Seeberg, Chorweiler, Köln, Nordrhein-Westfalen, 50769, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111983,Berthold-Otto-Schule,Städt. Gemeinschaftsgrundschule,Primarstufe,Buschfeldstr. 46,51067,Köln,Öffentlich,221.0,93889970.0,221.0,938899720.0,111983@schule.nrw.de,280,8,50.9708216,7.0405213,"Berthold-Otto-Grundschule, 46, Buschfeldstraße, Holweide, Mülheim, Köln, Nordrhein-Westfalen, 51067, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,111995,Astrid-Lindgren-Schule,Städt. Gem. Grundschule,,Borsigstr. 13,50825,Köln,Öffentlich,221.0,25081640.0,221.0,250816428.0,111995@schule.nrw.de,195,6,50.9573591,6.9067257,"Astrid-Lindgren-Grundschule, 13, Borsigstraße, Ehrenfeld, Köln, Nordrhein-Westfalen, 50825, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112008,Städt. Gem. Grundschule,Steinbergerstr.,,Steinbergerstr. 40,50733,Köln,Öffentlich,221.0,33751640.0,221.0,337516420.0,112008@schule.nrw.de,385,2,50.9616772,6.9506553,"40, Steinbergerstraße, Sechzigviertel, Nippes, Köln, Nordrhein-Westfalen, 50733, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112010,Städt. Gem. Grundschule,Freiligrathstr.,,Freiligrathstr. 60,50935,Köln,Öffentlich,221.0,337300823.0,221.0,337300825.0,112010@schule.nrw.de,325,1,50.92254,6.9024927,"60, Freiligrathstraße, Deckstein, Lindenthal, Köln, Nordrhein-Westfalen, 50935, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112021,Städt. Gem. Grundschule,Erlenweg,,Erlenweg 16,50827,Köln,Öffentlich,221.0,35533950.0,221.0,355339540.0,112021@schule.nrw.de,180,7,50.9648693,6.8941284,"16, Erlenweg, Westend, Bickendorf, Ehrenfeld, Köln, Nordrhein-Westfalen, 50827, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112033,Städt. Gem. Grundschule,Diesterwegstr.,,Diesterwegstr. 69,51109,Köln,Öffentlich,221.0,35650670.0,221.0,356506755.0,112033@schule.nrw.de,210,4,50.9477718,7.0762645,"69, Diesterwegstraße, Brück, Kalk, Köln, Nordrhein-Westfalen, 51109, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112045,Maria-Sybilla-Merian-Schule,Städt. Gem. Grundschule,,Cäsarstr. 21,50968,Köln,Öffentlich,221.0,222101422.0,221.0,222101429.0,112045@schule.nrw.de,270,2,50.9071133,6.9667769,"21, Cäsarstraße, Bayenthal, Rodenkirchen, Köln, Nordrhein-Westfalen, 50968, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112057,Städt. Kath. Grundschule,Baadenberger Str.,,Baadenberger Str. 111,50825,Köln,Öffentlich,221.0,9556970.0,221.0,95569740.0,112057@schule.nrw.de,215,2,50.9619555,6.9212859,"Baadenberger Straße, Neuehrenfeld, Ehrenfeld, Köln, Nordrhein-Westfalen, 50825, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112082,Städt. Kath. Grundschule,Andreas-Hermes-Str.,,Andreas-Hermes-Str. 2-4,51109,Köln,Öffentlich,221.0,35650640.0,221.0,356506455.0,112082@schule.nrw.de,265,7,50.9377131,7.0616261,"2-4, Andreas-Hermes-Straße, Neubrück, Kalk, Köln, Nordrhein-Westfalen, 51109, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112094,Städt. Kath. Grundschule,An den Kaulen,,An den Kaulen 62-64,50769,Köln,Öffentlich,221.0,35582140.0,221.0,35582143.0,112094@schule.nrw.de,250,2,51.0706135,6.8561515,"An den Kaulen, Worringen, Chorweiler, Köln, Nordrhein-Westfalen, 50769, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112100,Städt. Gem. Grundschule,Annastraße,,Annastr. 63,50968,Köln,Öffentlich,221.0,28556980.0,221.0,285569840.0,112100@schule.nrw.de,320,3,50.9045985,6.9594902,"63, Annastraße, Raderberg, Rodenkirchen, Köln, Nordrhein-Westfalen, 50968, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112112,Städt. Gem. Grundschule,Antwerpener Str.,,Kreutzerstr. 16,50672,Köln,Öffentlich,221.0,35584910.0,,,112112@schule.nrw.de,175,3,50.9436591,6.9290079,"Gemeinschaftsgrundschule Antwerpener Straße (Interim), 16, Kreutzerstraße, Belgisches Viertel, Neustadt/Nord, Innenstadt, Köln, Nordrhein-Westfalen, 50672, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112124,Städt. Gem. Grundschule,An St. Theresia,,An St. Theresia 1,51067,Köln,Öffentlich,221.0,222100210.0,221.0,222100211.0,112124@schule.nrw.de,210,9,50.9642603,7.0244131,"Gemeinschaftsgrundschule An St. Theresia, 1, An St. Theresia, Buchheim, Mülheim, Köln, Nordrhein-Westfalen, 51067, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112136,Städt. Kath. Grundschule,Am Portzenacker,- Primarstufe -,Am Portzenacker 1b,51069,Köln,Öffentlich,221.0,82337510.0,221.0,823375113.0,112136@schule.nrw.de,245,5,51.0011418,7.0288987,"1b, Am Portzenacker, Dünnwald, Mülheim, Köln, Nordrhein-Westfalen, 51069, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112148,Janusz-Korczak-Schule,Städt. Kath. Grundschule,- Primarstufe -,Am Altenberger Kreuz 14,51105,Köln,Öffentlich,221.0,93830040.0,221.0,88827419.0,112148@schule.nrw.de,245,5,50.918692,6.9895618,"Janusz-Korczak-Grundschule, 14, Am Altenberger Kreuz, Poll, Porz, Köln, Nordrhein-Westfalen, 51105, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112150,Lukas-Schule,Städt. Kath. Grundschule,- Primarstufe -,Alzeyer Str. 12,50739,Köln,Öffentlich,221.0,28500680.0,221.0,285006815.0,112150@schule.nrw.de,230,7,50.9703813,6.9290628,"Lukasschule, 12, Alzeyer Straße, Bilderstöckchen, Nippes, Köln, Nordrhein-Westfalen, 50739, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112173,Sankt-Mauritius-Schule,Städt. Kath. Grundschule,,Alte Wipperfürther Str. 49-51,51065,Köln,Öffentlich,221.0,35580050.0,221.0,355800529.0,112173@schule.nrw.de,190,7,50.9571401,7.0180403,"Alte Wipperfürther Straße, Buchheim, Mülheim, Köln, Nordrhein-Westfalen, 51065, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112197,Städt. Gem. Grundschule,Kopernikusstr.,,Kopernikusstr. 40-42,51065,Köln,Öffentlich,221.0,35570060.0,221.0,355700625.0,112197@schule.nrw.de,355,7,50.9495587,7.0097052,"Gemeinschafts-Grundschule Kopernikusstraße, 40-42, Kopernikusstraße, Buchforst, Mülheim, Köln, Nordrhein-Westfalen, 51065, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112203,Grüneberg-Schule,der Stadt Köln,Gemeinschaftsgrundschule-Primarstufe,Kapitelstr. 24-26,51103,Köln,Öffentlich,221.0,99222020.0,221.0,992220248.0,112203@schule.nrw.de,335,9,50.9403034,7.0029809,"Kapitelstraße, Kalk, Köln, Nordrhein-Westfalen, 51103, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112239,Städt. Gem. Grundschule,Alzeyer Str.,,Alzeyer Str. 12,50739,Köln,Öffentlich,221.0,285006920.0,221.0,285006925.0,112239@schule.nrw.de,190,6,50.9703813,6.9290628,"Lukasschule, 12, Alzeyer Straße, Bilderstöckchen, Nippes, Köln, Nordrhein-Westfalen, 50739, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112240,Städt. Gem. Grundschule,Alte Wipperführter Str.,,Alte Wipperfürther Str. 49,51065,Köln,Öffentlich,221.0,35661160.0,221.0,356611619.0,112240@schule.nrw.de,210,7,50.9562093,7.0162872,"Sankt-Mauritius-Grundschule (kath.), 49, Alte Wipperfürther Straße, Buchheim, Mülheim, Köln, Nordrhein-Westfalen, 51065, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112252,James-Krüss-Grundschule,Städt. Gem. Grundschule,- Primarstufe -,Zehnthofstr. 22-24,51107,Köln,Öffentlich,221.0,35589690.0,221.0,355896923.0,112252@schule.nrw.de,270,9,50.9304317,7.0426226,"Katholische Grundschule - Zehnthofstraße, 22-24, Zehnthofstraße, Ostheim, Kalk, Köln, Nordrhein-Westfalen, 51107, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112264,Gemeinschaftsgrundschule Gartenstadt,der Stadt Köln,,Altonaer Str. 32,50737,Köln,Öffentlich,221.0,8609331.0,221.0,8609332.0,112264@schule.nrw.de,220,4,50.9956587,6.924181,"Gemeinschaftsgrundschule Gartenstadt, 32, Altonaer Straße, Gartenstadt-Nord, Longerich, Nippes, Köln, Nordrhein-Westfalen, 50737, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112288,Städt. Gem. Grundschule,Westerwaldstr.,,Westerwaldstr. 90,51105,Köln,Öffentlich,221.0,22280070.0,221.0,222800755.0,112288@schule.nrw.de,370,8,50.9287143,6.9959009,"Gemeinschaftsgrundschule Westerwaldstraße, 90, Westerwaldstraße, Humboldt, Humboldt/Gremberg, Kalk, Köln, Nordrhein-Westfalen, 51105, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112290,Städt. Gem. Grundschule,Halfengasse,,Merkenicher Str. 313,50735,Köln,Öffentlich,221.0,3377020.0,221.0,33770222.0,112290@schule.nrw.de,200,5,50.9961405,6.9598898,"313, Merkenicher Straße, Niehl, Nippes, Köln, Nordrhein-Westfalen, 50735, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112306,Städt. Gem. Grundschule,Leuchterstr.,,Leuchterstr. 25,51069,Köln,Öffentlich,221.0,35589950.0,221.0,355899522.0,112306@schule.nrw.de,250,4,50.9971968,7.0383085,"25, Leuchterstraße, Dünnwald, Mülheim, Köln, Nordrhein-Westfalen, 51069, Deutschland"
2024/25,Grundschule,5315000,Krfr. Stadt Köln,112318,Anna-Langohr-Schule,Gem. Grundschule der Stadt Köln,Primarstufe,Fühlinger Weg 7,50765,Köln,Öffentlich,221.0,57087111.0,221.0,97942427.0,112318@schule.nrw.de,225,6,51.0199272,6.8852965,"Anna-Langohr-Schule, 7, Fühlinger Weg, Volkhoven, Volkhoven/Weiler, Chorweiler, Köln, Nordrhein-Westfalen, 50765, Deutschland"
